Entity,Code,Year,Annual CO₂ emissions
South Africa,ZAF,1910,16978976
South Africa,ZAF,1911,16341440
South Africa,ZAF,1912,17349040
South Africa,ZAF,1913,18983184
South Africa,ZAF,1914,18400608
South Africa,ZAF,1915,18510528
South Africa,ZAF,1916,21811792
South Africa,ZAF,1917,23339680
South Africa,ZAF,1918,22222160
South Africa,ZAF,1919,23138160
South Africa,ZAF,1920,25666320
South Africa,ZAF,1921,25413504
South Africa,ZAF,1922,21786144
South Africa,ZAF,1923,26443088
South Africa,ZAF,1924,27776784
South Africa,ZAF,1925,28952928
South Africa,ZAF,1926,30429520
South Africa,ZAF,1927,29561152
South Africa,ZAF,1928,29623440
South Africa,ZAF,1929,30768816
South Africa,ZAF,1930,28722096
South Africa,ZAF,1931,25567392
South Africa,ZAF,1932,23455768
South Africa,ZAF,1933,25331648
South Africa,ZAF,1934,28870568
South Africa,ZAF,1935,32156788
South Africa,ZAF,1936,35251944
South Africa,ZAF,1937,36816148
South Africa,ZAF,1938,38699296
South Africa,ZAF,1939,40157270
South Africa,ZAF,1940,41517090
South Africa,ZAF,1941,44327200
South Africa,ZAF,1942,48423256
South Africa,ZAF,1943,48764124
South Africa,ZAF,1944,54567100
South Africa,ZAF,1945,55868090
South Africa,ZAF,1946,56043452
South Africa,ZAF,1947,55834308
South Africa,ZAF,1948,57098150
South Africa,ZAF,1949,60586070
South Africa,ZAF,1950,61031116
South Africa,ZAF,1951,65141676
South Africa,ZAF,1952,70882900
South Africa,ZAF,1953,70996070
South Africa,ZAF,1954,73897810
South Africa,ZAF,1955,82936184
South Africa,ZAF,1956,87262800
South Africa,ZAF,1957,89651520
South Africa,ZAF,1958,96253280
South Africa,ZAF,1959,94472870
South Africa,ZAF,1960,97843510
South Africa,ZAF,1961,102119840
South Africa,ZAF,1962,105669990
South Africa,ZAF,1963,109725150
South Africa,ZAF,1964,119546024
South Africa,ZAF,1965,128140050
South Africa,ZAF,1966,128234880
South Africa,ZAF,1967,133760120
South Africa,ZAF,1968,137953740
South Africa,ZAF,1969,143142850
South Africa,ZAF,1970,149618180
South Africa,ZAF,1971,168403490
South Africa,ZAF,1972,171553580
South Africa,ZAF,1973,173352220
South Africa,ZAF,1974,176544290
South Africa,ZAF,1975,185001220
South Africa,ZAF,1976,192905020
South Africa,ZAF,1977,199734600
South Africa,ZAF,1978,201875890
South Africa,ZAF,1979,218667170
South Africa,ZAF,1980,228197800
South Africa,ZAF,1981,257075260
South Africa,ZAF,1982,280433300
South Africa,ZAF,1983,291902080
South Africa,ZAF,1984,315593000
South Africa,ZAF,1985,323861340
South Africa,ZAF,1986,330497100
South Africa,ZAF,1987,328664700
South Africa,ZAF,1988,342654700
South Africa,ZAF,1989,340711040
South Africa,ZAF,1990,312930240
South Africa,ZAF,1991,326026700
South Africa,ZAF,1992,301325400
South Africa,ZAF,1993,320345300
South Africa,ZAF,1994,338697570
South Africa,ZAF,1995,361693600
South Africa,ZAF,1996,363732320
South Africa,ZAF,1997,385222750
South Africa,ZAF,1998,377262460
South Africa,ZAF,1999,374891000
South Africa,ZAF,2000,378306880
South Africa,ZAF,2001,371623970
South Africa,ZAF,2002,356523140
South Africa,ZAF,2003,404409660
South Africa,ZAF,2004,449306980
South Africa,ZAF,2005,416201200
South Africa,ZAF,2006,446770020
South Africa,ZAF,2007,465044600
South Africa,ZAF,2008,494698140
South Africa,ZAF,2009,474523200
South Africa,ZAF,2010,462999680
South Africa,ZAF,2011,465907840
South Africa,ZAF,2012,458965220
South Africa,ZAF,2013,458646560
South Africa,ZAF,2014,471964900
South Africa,ZAF,2015,446349280
South Africa,ZAF,2016,457090050
South Africa,ZAF,2017,439995650
South Africa,ZAF,2018,434581300
South Africa,ZAF,2019,464113900
South Africa,ZAF,2020,434066530
South Africa,ZAF,2021,425917900
South Africa,ZAF,2022,405311740
South Africa,ZAF,2023,401893100
South America,,1844,24171
South America,,1845,36046
South America,,1846,45661
South America,,1847,55846
South America,,1848,63594
South America,,1849,116034
South America,,1850,94126
South America,,1851,110448
South America,,1852,180875
South America,,1853,116529
South America,,1854,5389
South America,,1855,150900
South America,,1856,556694
South America,,1857,880976
South America,,1858,962943
South America,,1859,758669
South America,,1860,1033002
South America,,1861,950494
South America,,1862,877144
South America,,1863,962480
South America,,1864,1182042
South America,,1865,1383061
South America,,1866,1886320
South America,,1867,2003559
South America,,1868,2330022
South America,,1869,2088179
South America,,1870,2135154
South America,,1871,2261620
South America,,1872,3012619
South America,,1873,3308867
South America,,1874,3742494
South America,,1875,3243613
South America,,1876,3202210
South America,,1877,2987233
South America,,1878,2919186
South America,,1879,3020111
South America,,1880,3453197
South America,,1881,3751238
South America,,1882,3832123
South America,,1883,4075048
South America,,1884,4632899
South America,,1885,4829543
South America,,1886,4530320
South America,,1887,5250247
South America,,1888,6387091
South America,,1889,7538223
South America,,1890,6329836
South America,,1891,6584004
South America,,1892,6727751
South America,,1893,6725705
South America,,1894,8401482
South America,,1895,8548265
South America,,1896,9217044
South America,,1897,8561701
South America,,1898,9186857
South America,,1899,9629430
South America,,1900,8932587
South America,,1901,9644027
South America,,1902,10289648
South America,,1903,10492844
South America,,1904,10929525
South America,,1905,12766501
South America,,1906,15509021
South America,,1907,17710128
South America,,1908,18709604
South America,,1909,18441104
South America,,1910,20672666
South America,,1911,23954296
South America,,1912,24730868
South America,,1913,25967704
South America,,1914,21570992
South America,,1915,15675078
South America,,1916,14646844
South America,,1917,13086434
South America,,1918,11650200
South America,,1919,13630743
South America,,1920,16127816
South America,,1921,15376955
South America,,1922,17538402
South America,,1923,19904310
South America,,1924,24937520
South America,,1925,26465472
South America,,1926,27506204
South America,,1927,30158940
South America,,1928,31606908
South America,,1929,34773396
South America,,1930,29601944
South America,,1931,27014918
South America,,1932,30424378
South America,,1933,34371650
South America,,1934,38439308
South America,,1935,41464588
South America,,1936,40896870
South America,,1937,51129504
South America,,1938,47639420
South America,,1939,46572064
South America,,1940,50912532
South America,,1941,51506230
South America,,1942,48387430
South America,,1943,49034136
South America,,1944,54083316
South America,,1945,54755708
South America,,1946,57635230
South America,,1947,62898948
South America,,1948,70073040
South America,,1949,71232510
South America,,1950,113413520
South America,,1951,131276936
South America,,1952,141465000
South America,,1953,140632350
South America,,1954,151041460
South America,,1955,170065740
South America,,1956,184167710
South America,,1957,192903300
South America,,1958,178736500
South America,,1959,196974220
South America,,1960,199140540
South America,,1961,201756400
South America,,1962,215629970
South America,,1963,219379200
South America,,1964,230147580
South America,,1965,240092670
South America,,1966,251989390
South America,,1967,267328100
South America,,1968,287605000
South America,,1969,311235260
South America,,1970,337826140
South America,,1971,346539170
South America,,1972,362556700
South America,,1973,392667400
South America,,1974,416530270
South America,,1975,411657630
South America,,1976,419328960
South America,,1977,434808350
South America,,1978,462110140
South America,,1979,494336160
South America,,1980,508353860
South America,,1981,489719070
South America,,1982,490869630
South America,,1983,485836380
South America,,1984,491463070
South America,,1985,501802700
South America,,1986,529758620
South America,,1987,557251900
South America,,1988,580266800
South America,,1989,579758200
South America,,1990,598211000
South America,,1991,605972700
South America,,1992,618012400
South America,,1993,652645700
South America,,1994,655496600
South America,,1995,689449860
South America,,1996,719744800
South America,,1997,766816900
South America,,1998,791003650
South America,,1999,812984400
South America,,2000,812433540
South America,,2001,792002600
South America,,2002,819945500
South America,,2003,820535700
South America,,2004,856858900
South America,,2005,881497200
South America,,2006,909106400
South America,,2007,943890700
South America,,2008,987698940
South America,,2009,961250200
South America,,2010,1072222700
South America,,2011,1089016300
South America,,2012,1143936600
South America,,2013,1208385700
South America,,2014,1224245800
South America,,2015,1195139100
South America,,2016,1146173800
South America,,2017,1130036400
South America,,2018,1077709600
South America,,2019,1084625800
South America,,2020,979441100
South America,,2021,1079731200
South America,,2022,1096152800
South America,,2023,1108965000
South America (GCP),,1850,94125.59
South America (GCP),,1851,110447.98
South America (GCP),,1852,180874.83
South America (GCP),,1853,116529.13
South America (GCP),,1854,5388.645
South America (GCP),,1855,150900
South America (GCP),,1856,556692.4
South America (GCP),,1857,880975.5
South America (GCP),,1858,962941.4
South America (GCP),,1859,758667.8
South America (GCP),,1860,1033001.44
South America (GCP),,1861,950494.4
South America (GCP),,1862,877143.6
South America (GCP),,1863,962479.7
South America (GCP),,1864,1182041.9
South America (GCP),,1865,1383060.8
South America (GCP),,1866,1886320.8
South America (GCP),,1867,2003560.2
South America (GCP),,1868,2330020.8
South America (GCP),,1869,2088178.1
South America (GCP),,1870,2135152.5
South America (GCP),,1871,2261620
South America (GCP),,1872,3012619.2
South America (GCP),,1873,3308866.5
South America (GCP),,1874,3742494.8
South America (GCP),,1875,3243613
South America (GCP),,1876,3202209.2
South America (GCP),,1877,2987232.8
South America (GCP),,1878,2919186
South America (GCP),,1879,3020111
South America (GCP),,1880,3453198
South America (GCP),,1881,3751238.2
South America (GCP),,1882,3832121.8
South America (GCP),,1883,4075049.2
South America (GCP),,1884,4632899.5
South America (GCP),,1885,4829543
South America (GCP),,1886,4530319.5
South America (GCP),,1887,5250248.5
South America (GCP),,1888,6387091
South America (GCP),,1889,7538222
South America (GCP),,1890,6329836
South America (GCP),,1891,6584004
South America (GCP),,1892,6727750.5
South America (GCP),,1893,6725704.5
South America (GCP),,1894,8401483
South America (GCP),,1895,8548266
South America (GCP),,1896,9217043
South America (GCP),,1897,8561701
South America (GCP),,1898,9186859
South America (GCP),,1899,9629431
South America (GCP),,1900,8932586
South America (GCP),,1901,9644026
South America (GCP),,1902,10289648
South America (GCP),,1903,10492845
South America (GCP),,1904,10929525
South America (GCP),,1905,12766502
South America (GCP),,1906,15509021
South America (GCP),,1907,17710128
South America (GCP),,1908,18709606
South America (GCP),,1909,18441104
South America (GCP),,1910,20672666
South America (GCP),,1911,23954296
South America (GCP),,1912,24730870
South America (GCP),,1913,25967704
South America (GCP),,1914,21570992
South America (GCP),,1915,15675079
South America (GCP),,1916,14646846
South America (GCP),,1917,13086434
South America (GCP),,1918,11650201
South America (GCP),,1919,13630743
South America (GCP),,1920,16127817
South America (GCP),,1921,15376954
South America (GCP),,1922,17538404
South America (GCP),,1923,19904310
South America (GCP),,1924,24937518
South America (GCP),,1925,26465470
South America (GCP),,1926,27506204
South America (GCP),,1927,30158942
South America (GCP),,1928,31606906
South America (GCP),,1929,34773390
South America (GCP),,1930,29601944
South America (GCP),,1931,27014918
South America (GCP),,1932,30424378
South America (GCP),,1933,34371650
South America (GCP),,1934,38439310
South America (GCP),,1935,41464588
South America (GCP),,1936,40896870
South America (GCP),,1937,51129504
South America (GCP),,1938,47639420
South America (GCP),,1939,46572064
South America (GCP),,1940,50912532
South America (GCP),,1941,51506230
South America (GCP),,1942,48387430
South America (GCP),,1943,49034136
South America (GCP),,1944,54083316
South America (GCP),,1945,54755708
South America (GCP),,1946,57635230
South America (GCP),,1947,62898950
South America (GCP),,1948,70073040
South America (GCP),,1949,71232510
South America (GCP),,1950,113413520
South America (GCP),,1951,131276936
South America (GCP),,1952,141465010
South America (GCP),,1953,140632350
South America (GCP),,1954,151041440
South America (GCP),,1955,170065740
South America (GCP),,1956,184167710
South America (GCP),,1957,192903300
South America (GCP),,1958,178736500
South America (GCP),,1959,196974200
South America (GCP),,1960,199140540
South America (GCP),,1961,201756400
South America (GCP),,1962,215629950
South America (GCP),,1963,219379200
South America (GCP),,1964,230147580
South America (GCP),,1965,240092660
South America (GCP),,1966,251989390
South America (GCP),,1967,267328100
South America (GCP),,1968,287605000
South America (GCP),,1969,311235260
South America (GCP),,1970,337826140
South America (GCP),,1971,346539170
South America (GCP),,1972,362556700
South America (GCP),,1973,392667400
South America (GCP),,1974,416530270
South America (GCP),,1975,411657660
South America (GCP),,1976,419328960
South America (GCP),,1977,434808350
South America (GCP),,1978,462110100
South America (GCP),,1979,494336130
South America (GCP),,1980,508353900
South America (GCP),,1981,489719070
South America (GCP),,1982,490869660
South America (GCP),,1983,485836350
South America (GCP),,1984,491463070
South America (GCP),,1985,501802700
South America (GCP),,1986,529758620
South America (GCP),,1987,557251900
South America (GCP),,1988,580266800
South America (GCP),,1989,579758200
South America (GCP),,1990,598211000
South America (GCP),,1991,605972600
South America (GCP),,1992,618012400
South America (GCP),,1993,652645700
South America (GCP),,1994,655496600
South America (GCP),,1995,689449860
South America (GCP),,1996,719744830
South America (GCP),,1997,766816900
South America (GCP),,1998,791003700
South America (GCP),,1999,812984400
South America (GCP),,2000,812433500
South America (GCP),,2001,792002600
South America (GCP),,2002,819945400
South America (GCP),,2003,820535700
South America (GCP),,2004,856858900
South America (GCP),,2005,881497200
South America (GCP),,2006,909106400
South America (GCP),,2007,943890700
South America (GCP),,2008,987698940
South America (GCP),,2009,961250200
South America (GCP),,2010,1072222700
South America (GCP),,2011,1089016200
South America (GCP),,2012,1143936600
South America (GCP),,2013,1208385500
South America (GCP),,2014,1224245900
South America (GCP),,2015,1195139100
South America (GCP),,2016,1146173800
South America (GCP),,2017,1130036200
South America (GCP),,2018,1077709600
South America (GCP),,2019,1084625800
South America (GCP),,2020,979441000
South America (GCP),,2021,1079731200
South America (GCP),,2022,1096152800
South America (GCP),,2023,1108965000
South Korea,KOR,1905,771
South Korea,KOR,1909,8292
South Korea,KOR,1910,10413
South Korea,KOR,1911,12342
South Korea,KOR,1912,15427
South Korea,KOR,1913,17934
South Korea,KOR,1914,25648
South Korea,KOR,1915,32012
South Korea,KOR,1916,26612
South Korea,KOR,1918,26227
South Korea,KOR,1919,31048
South Korea,KOR,1920,40304
South Korea,KOR,1921,43389
South Korea,KOR,1922,44354
South Korea,KOR,1923,53032
South Korea,KOR,1924,55731
South Korea,KOR,1925,88900
South Korea,KOR,1926,95457
South Korea,KOR,1927,98928
South Korea,KOR,1928,113970
South Korea,KOR,1929,130940.01
South Korea,KOR,1930,123419
South Korea,KOR,1931,130747.01
South Korea,KOR,1932,154081
South Korea,KOR,1933,181657
South Korea,KOR,1934,241584
South Korea,KOR,1935,284151
South Korea,KOR,1936,333496
South Korea,KOR,1937,356810
South Korea,KOR,1938,477477
South Korea,KOR,1939,623204
South Korea,KOR,1940,801645
South Korea,KOR,1941,893930
South Korea,KOR,1942,986907
South Korea,KOR,1943,956392
South Korea,KOR,1944,1010473
South Korea,KOR,1945,3634
South Korea,KOR,1946,487282
South Korea,KOR,1947,897620
South Korea,KOR,1948,1670725
South Korea,KOR,1949,2176327
South Korea,KOR,1950,2183685
South Korea,KOR,1951,2923842
South Korea,KOR,1952,3462331
South Korea,KOR,1953,4693406
South Korea,KOR,1954,5158674
South Korea,KOR,1955,6444738
South Korea,KOR,1956,7554990
South Korea,KOR,1957,8214302
South Korea,KOR,1958,9008587
South Korea,KOR,1959,11221376
South Korea,KOR,1960,12540118
South Korea,KOR,1961,14448706
South Korea,KOR,1962,17261588
South Korea,KOR,1963,21083172
South Korea,KOR,1964,22195154
South Korea,KOR,1965,24978308
South Korea,KOR,1966,29982234
South Korea,KOR,1967,35113236
South Korea,KOR,1968,37197144
South Korea,KOR,1969,42468220
South Korea,KOR,1970,53716350
South Korea,KOR,1971,58533736
South Korea,KOR,1972,60247064
South Korea,KOR,1973,72974630
South Korea,KOR,1974,75550510
South Korea,KOR,1975,81665790
South Korea,KOR,1976,93104550
South Korea,KOR,1977,105459704
South Korea,KOR,1978,113119300
South Korea,KOR,1979,132874240
South Korea,KOR,1980,134524430
South Korea,KOR,1981,139589740
South Korea,KOR,1982,140781900
South Korea,KOR,1983,149133600
South Korea,KOR,1984,160700450
South Korea,KOR,1985,168757680
South Korea,KOR,1986,176297250
South Korea,KOR,1987,185358380
South Korea,KOR,1988,210953460
South Korea,KOR,1989,223510380
South Korea,KOR,1990,250510830
South Korea,KOR,1991,275688220
South Korea,KOR,1992,299905440
South Korea,KOR,1993,330173950
South Korea,KOR,1994,355694820
South Korea,KOR,1995,383665470
South Korea,KOR,1996,420996060
South Korea,KOR,1997,444967600
South Korea,KOR,1998,378037800
South Korea,KOR,1999,410518800
South Korea,KOR,2000,439980670
South Korea,KOR,2001,455630660
South Korea,KOR,2002,476064900
South Korea,KOR,2003,485212800
South Korea,KOR,2004,491389440
South Korea,KOR,2005,498688300
South Korea,KOR,2006,503478180
South Korea,KOR,2007,521708740
South Korea,KOR,2008,532650750
South Korea,KOR,2009,537819840
South Korea,KOR,2010,594339140
South Korea,KOR,2011,623442800
South Korea,KOR,2012,627943040
South Korea,KOR,2013,634580700
South Korea,KOR,2014,629366460
South Korea,KOR,2015,634177300
South Korea,KOR,2016,637914050
South Korea,KOR,2017,654537300
South Korea,KOR,2018,670168700
South Korea,KOR,2019,646102200
South Korea,KOR,2020,597634300
South Korea,KOR,2021,616075000
South Korea,KOR,2022,602092400
South Korea,KOR,2023,577416640
South Sudan,SSD,1950,44256
South Sudan,SSD,1951,58123
South Sudan,SSD,1952,61073
South Sudan,SSD,1953,66974
South Sudan,SSD,1954,65794
South Sudan,SSD,1955,74645
South Sudan,SSD,1956,72284
South Sudan,SSD,1957,92937
South Sudan,SSD,1958,103853
South Sudan,SSD,1959,110049
South Sudan,SSD,1960,109459
South Sudan,SSD,1961,111524
South Sudan,SSD,1962,119490
South Sudan,SSD,1963,135127
South Sudan,SSD,1964,149584
South Sudan,SSD,1965,195315
South Sudan,SSD,1966,212723
South Sudan,SSD,1967,256388.02
South Sudan,SSD,1968,249897
South Sudan,SSD,1969,336639
South Sudan,SSD,1970,390631
South Sudan,SSD,1971,400957
South Sudan,SSD,1972,432821
South Sudan,SSD,1973,436656
South Sudan,SSD,1974,457309
South Sudan,SSD,1975,341064
South Sudan,SSD,1976,302119
South Sudan,SSD,1977,306250
South Sudan,SSD,1978,276746
South Sudan,SSD,1979,287367
South Sudan,SSD,1980,301529
South Sudan,SSD,1981,292973
South Sudan,SSD,1982,308020
South Sudan,SSD,1983,314511
South Sudan,SSD,1984,282056
South Sudan,SSD,1985,327787
South Sudan,SSD,1986,341949
South Sudan,SSD,1987,269665
South Sudan,SSD,1988,390040
South Sudan,SSD,1989,302414
South Sudan,SSD,1990,419544
South Sudan,SSD,1991,392991
South Sudan,SSD,1992,351390
South Sudan,SSD,1993,242226
South Sudan,SSD,1994,333098
South Sudan,SSD,1995,344310
South Sudan,SSD,1996,355226
South Sudan,SSD,1997,434886
South Sudan,SSD,1998,377059
South Sudan,SSD,1999,408923
South Sudan,SSD,2000,444622
South Sudan,SSD,2001,511596.03
South Sudan,SSD,2002,652034
South Sudan,SSD,2003,728449
South Sudan,SSD,2004,920519
South Sudan,SSD,2005,881869
South Sudan,SSD,2006,965660
South Sudan,SSD,2007,1134422
South Sudan,SSD,2008,1198150
South Sudan,SSD,2009,1248011
South Sudan,SSD,2010,1269844
South Sudan,SSD,2011,1238865
South Sudan,SSD,2012,1330032
South Sudan,SSD,2013,1443616
South Sudan,SSD,2014,1498576
South Sudan,SSD,2015,1912608
South Sudan,SSD,2016,1703760
South Sudan,SSD,2017,1454608
South Sudan,SSD,2018,1736736
South Sudan,SSD,2019,1780704
South Sudan,SSD,2020,1692768
South Sudan,SSD,2021,1755056
South Sudan,SSD,2022,1588152
South Sudan,SSD,2023,1580456
Spain,ESP,1830,3664
Spain,ESP,1831,3664
Spain,ESP,1832,3664
Spain,ESP,1833,3664
Spain,ESP,1834,3664
Spain,ESP,1835,3664
Spain,ESP,1836,21984
Spain,ESP,1837,36640
Spain,ESP,1838,25648
Spain,ESP,1839,47632
Spain,ESP,1840,36640
Spain,ESP,1841,102592
Spain,ESP,1842,142896
Spain,ESP,1843,172208
Spain,ESP,1844,201520
Spain,ESP,1845,274800
Spain,ESP,1846,282128
Spain,ESP,1847,260144
Spain,ESP,1848,293120
Spain,ESP,1849,326096
Spain,ESP,1850,494640
Spain,ESP,1851,509296
Spain,ESP,1852,534944
Spain,ESP,1853,652192
Spain,ESP,1854,549600
Spain,ESP,1855,553264
Spain,ESP,1856,754784
Spain,ESP,1857,850048
Spain,ESP,1858,1150496
Spain,ESP,1859,1630480
Spain,ESP,1860,1930928
Spain,ESP,1861,2004208.1
Spain,ESP,1862,2187408
Spain,ESP,1863,2432896
Spain,ESP,1864,2333968
Spain,ESP,1865,2304656
Spain,ESP,1866,2290000
Spain,ESP,1867,2557472
Spain,ESP,1868,2660064
Spain,ESP,1869,2638080
Spain,ESP,1870,3074096
Spain,ESP,1871,2938528
Spain,ESP,1872,3260960
Spain,ESP,1873,3136384
Spain,ESP,1874,3118064
Spain,ESP,1875,3290272
Spain,ESP,1876,3568736
Spain,ESP,1877,3781248
Spain,ESP,1878,3755600
Spain,ESP,1879,3971776
Spain,ESP,1880,4415120
Spain,ESP,1881,4931744
Spain,ESP,1882,5382416
Spain,ESP,1883,5902704
Spain,ESP,1884,5869728
Spain,ESP,1885,5759808
Spain,ESP,1886,6093232
Spain,ESP,1887,6140864
Spain,ESP,1888,6433984
Spain,ESP,1889,6822368
Spain,ESP,1890,7338992
Spain,ESP,1891,7939888
Spain,ESP,1892,8298959.5
Spain,ESP,1893,8119424
Spain,ESP,1894,8734976
Spain,ESP,1895,8603072
Spain,ESP,1896,9302896
Spain,ESP,1897,9544720
Spain,ESP,1898,9372512
Spain,ESP,1899,10625600
Spain,ESP,1900,11219168
Spain,ESP,1901,11805408
Spain,ESP,1902,12336688
Spain,ESP,1903,12175472
Spain,ESP,1904,12992544
Spain,ESP,1905,13571456
Spain,ESP,1906,13860912
Spain,ESP,1907,14095408
Spain,ESP,1908,14784240
Spain,ESP,1909,15165296
Spain,ESP,1910,14894160
Spain,ESP,1911,14729280
Spain,ESP,1912,15982368
Spain,ESP,1913,17418656
Spain,ESP,1914,17301408
Spain,ESP,1915,15311856
Spain,ESP,1916,17865664
Spain,ESP,1917,15850464
Spain,ESP,1918,16733488
Spain,ESP,1919,15927408
Spain,ESP,1920,14055104
Spain,ESP,1921,14846528
Spain,ESP,1922,14941792
Spain,ESP,1923,17213472
Spain,ESP,1924,18389616
Spain,ESP,1925,19052800
Spain,ESP,1926,18378624
Spain,ESP,1927,21445392
Spain,ESP,1928,21508768
Spain,ESP,1929,23969846
Spain,ESP,1930,23636364
Spain,ESP,1931,22530666
Spain,ESP,1932,21175820
Spain,ESP,1933,18706372
Spain,ESP,1934,20245432
Spain,ESP,1935,22454852
Spain,ESP,1936,8054700
Spain,ESP,1937,5245303
Spain,ESP,1938,13220969
Spain,ESP,1939,15713746
Spain,ESP,1940,21618628
Spain,ESP,1941,21508380
Spain,ESP,1942,23058224
Spain,ESP,1943,23849440
Spain,ESP,1944,25790766
Spain,ESP,1945,28267302
Spain,ESP,1946,28086876
Spain,ESP,1947,31171814
Spain,ESP,1948,32713764
Spain,ESP,1949,35755212
Spain,ESP,1950,33035424
Spain,ESP,1951,33115140
Spain,ESP,1952,37602650
Spain,ESP,1953,38931492
Spain,ESP,1954,39724348
Spain,ESP,1955,40271840
Spain,ESP,1956,42333068
Spain,ESP,1957,50213350
Spain,ESP,1958,55872810
Spain,ESP,1959,52078930
Spain,ESP,1960,48865572
Spain,ESP,1961,53606856
Spain,ESP,1962,59975850
Spain,ESP,1963,58742904
Spain,ESP,1964,64323810
Spain,ESP,1965,71020450
Spain,ESP,1966,77617016
Spain,ESP,1967,86393976
Spain,ESP,1968,97017230
Spain,ESP,1969,96736940
Spain,ESP,1970,116766490
Spain,ESP,1971,128458560
Spain,ESP,1972,144716260
Spain,ESP,1973,154957340
Spain,ESP,1974,172665700
Spain,ESP,1975,181053620
Spain,ESP,1976,197745940
Spain,ESP,1977,194829090
Spain,ESP,1978,199513870
Spain,ESP,1979,202746540
Spain,ESP,1980,213911900
Spain,ESP,1981,206096210
Spain,ESP,1982,208598540
Spain,ESP,1983,203435150
Spain,ESP,1984,197667200
Spain,ESP,1985,199931400
Spain,ESP,1986,189112670
Spain,ESP,1987,189508060
Spain,ESP,1988,197457900
Spain,ESP,1989,224885400
Spain,ESP,1990,230174100
Spain,ESP,1991,240009180
Spain,ESP,1992,248411680
Spain,ESP,1993,239808910
Spain,ESP,1994,252047020
Spain,ESP,1995,265779230
Spain,ESP,1996,253237170
Spain,ESP,1997,265567170
Spain,ESP,1998,274317820
Spain,ESP,1999,297773500
Spain,ESP,2000,310071580
Spain,ESP,2001,311808860
Spain,ESP,2002,331950080
Spain,ESP,2003,336332540
Spain,ESP,2004,353011420
Spain,ESP,2005,368338800
Spain,ESP,2006,359654340
Spain,ESP,2007,367400540
Spain,ESP,2008,335888930
Spain,ESP,2009,296501380
Spain,ESP,2010,282938430
Spain,ESP,2011,283800600
Spain,ESP,2012,278061200
Spain,ESP,2013,251941740
Spain,ESP,2014,254181220
Spain,ESP,2015,270740220
Spain,ESP,2016,259624910
Spain,ESP,2017,273579840
Spain,ESP,2018,268589920
Spain,ESP,2019,250596060
Spain,ESP,2020,211842610
Spain,ESP,2021,229069380
Spain,ESP,2022,234657020
Spain,ESP,2023,221615650
Sri Lanka,LKA,1950,1626816
Sri Lanka,LKA,1951,1545941
Sri Lanka,LKA,1952,1938019
Sri Lanka,LKA,1953,2066229.1
Sri Lanka,LKA,1954,1784041
Sri Lanka,LKA,1955,1663159
Sri Lanka,LKA,1956,1417611
Sri Lanka,LKA,1957,2319104
Sri Lanka,LKA,1958,1948922
Sri Lanka,LKA,1959,2055116.9
Sri Lanka,LKA,1960,2256667
Sri Lanka,LKA,1961,2333641
Sri Lanka,LKA,1962,2560779
Sri Lanka,LKA,1963,2531527
Sri Lanka,LKA,1964,2271383
Sri Lanka,LKA,1965,2656043
Sri Lanka,LKA,1966,2659737
Sri Lanka,LKA,1967,2945083
Sri Lanka,LKA,1968,3238085
Sri Lanka,LKA,1969,4315063
Sri Lanka,LKA,1970,3593077
Sri Lanka,LKA,1971,3193463
Sri Lanka,LKA,1972,3537879
Sri Lanka,LKA,1973,3684292
Sri Lanka,LKA,1974,2929301
Sri Lanka,LKA,1975,2892985
Sri Lanka,LKA,1976,2798767
Sri Lanka,LKA,1977,2911038
Sri Lanka,LKA,1978,3435544
Sri Lanka,LKA,1979,3809016
Sri Lanka,LKA,1980,3388599
Sri Lanka,LKA,1981,4005570
Sri Lanka,LKA,1982,4466889
Sri Lanka,LKA,1983,4854898
Sri Lanka,LKA,1984,3852101
Sri Lanka,LKA,1985,3916566
Sri Lanka,LKA,1986,3660301
Sri Lanka,LKA,1987,4026917
Sri Lanka,LKA,1988,3456638
Sri Lanka,LKA,1989,3447011
Sri Lanka,LKA,1990,3830820
Sri Lanka,LKA,1991,4138236
Sri Lanka,LKA,1992,5106336
Sri Lanka,LKA,1993,4975431
Sri Lanka,LKA,1994,5435205
Sri Lanka,LKA,1995,5814277
Sri Lanka,LKA,1996,6970579
Sri Lanka,LKA,1997,7520293
Sri Lanka,LKA,1998,7735926
Sri Lanka,LKA,1999,8516617
Sri Lanka,LKA,2000,10134099
Sri Lanka,LKA,2001,10326369
Sri Lanka,LKA,2002,10948020
Sri Lanka,LKA,2003,10953041
Sri Lanka,LKA,2004,12147363
Sri Lanka,LKA,2005,11935225
Sri Lanka,LKA,2006,11792541
Sri Lanka,LKA,2007,12151910
Sri Lanka,LKA,2008,11987291
Sri Lanka,LKA,2009,12944645
Sri Lanka,LKA,2010,13050987
Sri Lanka,LKA,2011,14886152
Sri Lanka,LKA,2012,15798102
Sri Lanka,LKA,2013,14510512
Sri Lanka,LKA,2014,17420012
Sri Lanka,LKA,2015,19687388
Sri Lanka,LKA,2016,22986968
Sri Lanka,LKA,2017,22872902
Sri Lanka,LKA,2018,20096860
Sri Lanka,LKA,2019,21235596
Sri Lanka,LKA,2020,20624930
Sri Lanka,LKA,2021,23015166
Sri Lanka,LKA,2022,19903072
Sri Lanka,LKA,2023,20317522
Sudan,SDN,1950,505343.97
Sudan,SDN,1951,663685
Sudan,SDN,1952,697375
Sudan,SDN,1953,764754
Sudan,SDN,1954,751278
